Geolocation,Commodity,Date,Price,Commodity_Type
region ii (cagayan valley),rice special,2022-08-01,45.8,rice
region ii (cagayan valley),rice special,2022-09-01,45.8,rice
region ii (cagayan valley),rice special,2022-10-01,45.8,rice
region ii (cagayan valley),rice special,2022-11-01,45.8,rice
region ii (cagayan valley),rice special,2022-12-01,44.8,rice
region ii (cagayan valley),rice special,2023-01-01,44.49,rice
region ii (cagayan valley),rice special,2023-02-01,44.51,rice
region ii (cagayan valley),rice special,2023-03-01,45.81,rice
region ii (cagayan valley),rice special,2023-04-01,46.92,rice
region ii (cagayan valley),rice special,2023-05-01,47.6,rice
region ii (cagayan valley),rice special,2023-06-01,47.88,rice
region ii (cagayan valley),rice special,2023-07-01,48.14,rice
region ii (cagayan valley),rice special,2023-08-01,50.92,rice
region ii (cagayan valley),rice special,2023-09-01,55.05,rice
region ii (cagayan valley),rice special,2023-10-01,54.58,rice
region ii (cagayan valley),rice special,2023-11-01,55.92,rice
region ii (cagayan valley),rice special,2023-12-01,57.85,rice
region ii (cagayan valley),rice special,2024-01-01,57.62,rice
region ii (cagayan valley),rice special,2024-02-01,57.72,rice
region ii (cagayan valley),rice special,2024-03-01,57.78,rice
region ii (cagayan valley),rice special,2024-04-01,57.64,rice
region ii (cagayan valley),rice special,2024-05-01,57.62,rice
region ii (cagayan valley),rice special,2024-06-01,57.22,rice
region ii (cagayan valley),rice special,2024-07-01,54.58,rice
region ii (cagayan valley),rice special,2024-08-01,54.81,rice
region ii (cagayan valley),rice special,2024-09-01,53.6,rice
region ii (cagayan valley),rice special,2024-10-01,53.07,rice
region ii (cagayan valley),rice special,2024-11-01,53.19,rice
region ii (cagayan valley),rice special,2024-12-01,53.05,rice
region ii (cagayan valley),well milled rice (wmr),2020-01-01,33.9,rice
region ii (cagayan valley),well milled rice (wmr),2020-02-01,32.97,rice
region ii (cagayan valley),well milled rice (wmr),2020-03-01,33.71,rice
region ii (cagayan valley),well milled rice (wmr),2020-04-01,36.79,rice
region ii (cagayan valley),well milled rice (wmr),2020-05-01,36.58,rice
region ii (cagayan valley),well milled rice (wmr),2020-06-01,36.25,rice
region ii (cagayan valley),well milled rice (wmr),2020-07-01,37.0,rice
region ii (cagayan valley),well milled rice (wmr),2020-08-01,37.14,rice
region ii (cagayan valley),well milled rice (wmr),2020-09-01,36.86,rice
region ii (cagayan valley),well milled rice (wmr),2020-10-01,36.15,rice
region ii (cagayan valley),well milled rice (wmr),2020-11-01,35.56,rice
region ii (cagayan valley),well milled rice (wmr),2020-12-01,35.25,rice
region ii (cagayan valley),well milled rice (wmr),2021-01-01,34.65,rice
region ii (cagayan valley),well milled rice (wmr),2021-02-01,35.07,rice
region ii (cagayan valley),well milled rice (wmr),2021-03-01,34.53,rice
region ii (cagayan valley),well milled rice (wmr),2021-04-01,35.05,rice
region ii (cagayan valley),well milled rice (wmr),2021-05-01,34.68,rice
region ii (cagayan valley),well milled rice (wmr),2021-06-01,34.96,rice
region ii (cagayan valley),well milled rice (wmr),2021-07-01,35.64,rice
region ii (cagayan valley),well milled rice (wmr),2021-08-01,35.75,rice
region ii (cagayan valley),well milled rice (wmr),2021-09-01,36.0,rice
region ii (cagayan valley),well milled rice (wmr),2021-10-01,35.39,rice
region ii (cagayan valley),well milled rice (wmr),2021-11-01,35.19,rice
region ii (cagayan valley),well milled rice (wmr),2021-12-01,35.16,rice
region ii (cagayan valley),well milled rice (wmr),2022-01-01,35.71,rice
region ii (cagayan valley),well milled rice (wmr),2022-02-01,38.32,rice
region ii (cagayan valley),well milled rice (wmr),2022-03-01,36.5,rice
region ii (cagayan valley),well milled rice (wmr),2022-04-01,35.62,rice
region ii (cagayan valley),well milled rice (wmr),2022-05-01,35.44,rice
region ii (cagayan valley),well milled rice (wmr),2022-06-01,36.49,rice
region ii (cagayan valley),well milled rice (wmr),2022-07-01,36.6,rice
region ii (cagayan valley),well milled rice (wmr),2022-08-01,36.6,rice
region ii (cagayan valley),well milled rice (wmr),2022-09-01,36.6,rice
region ii (cagayan valley),well milled rice (wmr),2022-10-01,36.64,rice
region ii (cagayan valley),well milled rice (wmr),2022-11-01,36.81,rice
region ii (cagayan valley),well milled rice (wmr),2022-12-01,36.8,rice
region ii (cagayan valley),well milled rice (wmr),2023-01-01,36.48,rice
region ii (cagayan valley),well milled rice (wmr),2023-02-01,36.9,rice
region ii (cagayan valley),well milled rice (wmr),2023-03-01,38.05,rice
region ii (cagayan valley),well milled rice (wmr),2023-04-01,38.58,rice
region ii (cagayan valley),well milled rice (wmr),2023-05-01,38.52,rice
region ii (cagayan valley),well milled rice (wmr),2023-06-01,38.51,rice
region ii (cagayan valley),well milled rice (wmr),2023-07-01,38.87,rice
region ii (cagayan valley),well milled rice (wmr),2023-08-01,43.0,rice
region ii (cagayan valley),well milled rice (wmr),2023-09-01,47.8,rice
region ii (cagayan valley),well milled rice (wmr),2023-10-01,46.49,rice
region ii (cagayan valley),well milled rice (wmr),2023-11-01,46.7,rice
region ii (cagayan valley),well milled rice (wmr),2023-12-01,47.08,rice
region ii (cagayan valley),well milled rice (wmr),2024-01-01,46.74,rice
region ii (cagayan valley),well milled rice (wmr),2024-02-01,48.85,rice
region ii (cagayan valley),well milled rice (wmr),2024-03-01,49.07,rice
region ii (cagayan valley),well milled rice (wmr),2024-04-01,49.13,rice
region ii (cagayan valley),well milled rice (wmr),2024-05-01,49.86,rice
region ii (cagayan valley),well milled rice (wmr),2024-06-01,49.84,rice
region ii (cagayan valley),well milled rice (wmr),2024-07-01,49.0,rice
region ii (cagayan valley),well milled rice (wmr),2024-08-01,47.29,rice
region ii (cagayan valley),well milled rice (wmr),2024-09-01,46.21,rice
region ii (cagayan valley),well milled rice (wmr),2024-10-01,43.87,rice
region ii (cagayan valley),well milled rice (wmr),2024-11-01,43.56,rice
region ii (cagayan valley),well milled rice (wmr),2024-12-01,43.38,rice
region iii (central luzon),regular milled rice (rmr),2020-01-01,30.38,rice
region iii (central luzon),regular milled rice (rmr),2020-02-01,31.1,rice
region iii (central luzon),regular milled rice (rmr),2020-03-01,41.31,rice
region iii (central luzon),regular milled rice (rmr),2020-04-01,35.63,rice
region iii (central luzon),regular milled rice (rmr),2020-05-01,35.77,rice
region iii (central luzon),regular milled rice (rmr),2020-06-01,32.69,rice
region iii (central luzon),regular milled rice (rmr),2020-07-01,36.32,rice
region iii (central luzon),regular milled rice (rmr),2020-08-01,36.0,rice
region iii (central luzon),regular milled rice (rmr),2020-09-01,35.35,rice
region iii (central luzon),regular milled rice (rmr),2020-10-01,34.6,rice
region iii (central luzon),regular milled rice (rmr),2020-11-01,35.03,rice
region iii (central luzon),regular milled rice (rmr),2020-12-01,34.97,rice
region iii (central luzon),regular milled rice (rmr),2021-01-01,34.73,rice
region iii (central luzon),regular milled rice (rmr),2021-02-01,35.23,rice
region iii (central luzon),regular milled rice (rmr),2021-03-01,35.25,rice
region iii (central luzon),regular milled rice (rmr),2021-04-01,35.3,rice
region iii (central luzon),regular milled rice (rmr),2021-05-01,34.03,rice
region iii (central luzon),regular milled rice (rmr),2021-06-01,34.86,rice
region iii (central luzon),regular milled rice (rmr),2021-07-01,35.05,rice
region iii (central luzon),regular milled rice (rmr),2021-08-01,35.14,rice
region iii (central luzon),regular milled rice (rmr),2021-09-01,35.2,rice
region iii (central luzon),regular milled rice (rmr),2021-10-01,34.45,rice
region iii (central luzon),regular milled rice (rmr),2021-11-01,34.77,rice
region iii (central luzon),regular milled rice (rmr),2021-12-01,35.62,rice
region iii (central luzon),regular milled rice (rmr),2022-01-01,35.65,rice
region iii (central luzon),regular milled rice (rmr),2022-02-01,35.88,rice
region iii (central luzon),regular milled rice (rmr),2022-03-01,35.7,rice
region iii (central luzon),regular milled rice (rmr),2022-04-01,35.93,rice
region iii (central luzon),regular milled rice (rmr),2022-05-01,36.5,rice
region iii (central luzon),regular milled rice (rmr),2022-06-01,36.8,rice
region iii (central luzon),regular milled rice (rmr),2022-07-01,36.55,rice
region iii (central luzon),regular milled rice (rmr),2022-08-01,36.14,rice
region iii (central luzon),regular milled rice (rmr),2022-09-01,36.0,rice
region iii (central luzon),regular milled rice (rmr),2022-10-01,36.13,rice
region iii (central luzon),regular milled rice (rmr),2022-11-01,36.58,rice
region iii (central luzon),regular milled rice (rmr),2022-12-01,36.33,rice
region iii (central luzon),regular milled rice (rmr),2023-01-01,36.41,rice
region iii (central luzon),regular milled rice (rmr),2023-02-01,36.93,rice
region iii (central luzon),regular milled rice (rmr),2023-03-01,37.27,rice
region iii (central luzon),regular milled rice (rmr),2023-04-01,37.6,rice
region iii (central luzon),regular milled rice (rmr),2023-05-01,38.43,rice
region iii (central luzon),regular milled rice (rmr),2023-06-01,38.59,rice
region iii (central luzon),regular milled rice (rmr),2023-07-01,38.83,rice
region iii (central luzon),regular milled rice (rmr),2023-08-01,41.58,rice
region iii (central luzon),regular milled rice (rmr),2023-09-01,43.8,rice
region iii (central luzon),regular milled rice (rmr),2023-10-01,43.37,rice
region iii (central luzon),regular milled rice (rmr),2023-11-01,45.26,rice
region iii (central luzon),regular milled rice (rmr),2023-12-01,45.86,rice
region iii (central luzon),regular milled rice (rmr),2024-01-01,46.91,rice
region iii (central luzon),regular milled rice (rmr),2024-02-01,47.7,rice
region iii (central luzon),regular milled rice (rmr),2024-03-01,46.82,rice
region iii (central luzon),regular milled rice (rmr),2024-04-01,45.34,rice
region iii (central luzon),regular milled rice (rmr),2024-05-01,45.25,rice
region iii (central luzon),regular milled rice (rmr),2024-06-01,45.3,rice
region iii (central luzon),regular milled rice (rmr),2024-07-01,44.47,rice
region iii (central luzon),regular milled rice (rmr),2024-08-01,44.13,rice
region iii (central luzon),regular milled rice (rmr),2024-09-01,43.55,rice
region iii (central luzon),regular milled rice (rmr),2024-10-01,42.69,rice
region iii (central luzon),regular milled rice (rmr),2024-11-01,42.39,rice
region iii (central luzon),regular milled rice (rmr),2024-12-01,43.02,rice
region iii (central luzon),rice premium,2020-01-01,41.28,rice
region iii (central luzon),rice premium,2020-02-01,42.1,rice
region iii (central luzon),rice premium,2020-03-01,43.19,rice
region iii (central luzon),rice premium,2020-04-01,44.64,rice
region iii (central luzon),rice premium,2020-05-01,44.12,rice
region iii (central luzon),rice premium,2020-06-01,43.4,rice
region iii (central luzon),rice premium,2020-07-01,45.55,rice
region iii (central luzon),rice premium,2020-08-01,45.9,rice
region iii (central luzon),rice premium,2020-09-01,44.77,rice
region iii (central luzon),rice premium,2020-10-01,44.53,rice
region iii (central luzon),rice premium,2020-11-01,44.49,rice
region iii (central luzon),rice premium,2020-12-01,44.92,rice
region iii (central luzon),rice premium,2021-01-01,44.88,rice
region iii (central luzon),rice premium,2021-02-01,45.05,rice
region iii (central luzon),rice premium,2021-03-01,44.83,rice
region iii (central luzon),rice premium,2021-04-01,45.05,rice
region iii (central luzon),rice premium,2021-05-01,44.68,rice
region iii (central luzon),rice premium,2021-06-01,44.93,rice
region iii (central luzon),rice premium,2021-07-01,44.05,rice
region iii (central luzon),rice premium,2021-08-01,44.47,rice
region iii (central luzon),rice premium,2021-09-01,44.3,rice
region iii (central luzon),rice premium,2021-10-01,44.23,rice
region iii (central luzon),rice premium,2021-11-01,44.65,rice
region iii (central luzon),rice premium,2021-12-01,45.05,rice
region iii (central luzon),rice premium,2022-01-01,44.05,rice
region iii (central luzon),rice premium,2022-02-01,44.55,rice
region iii (central luzon),rice premium,2022-03-01,44.74,rice
region iii (central luzon),rice premium,2022-04-01,45.6,rice
region iii (central luzon),rice premium,2022-05-01,45.55,rice
region iii (central luzon),rice premium,2022-06-01,46.05,rice
region iii (central luzon),rice premium,2022-07-01,45.0,rice
region iii (central luzon),rice premium,2022-08-01,45.4,rice
region iii (central luzon),rice premium,2022-09-01,45.0,rice
region iii (central luzon),rice premium,2022-10-01,45.48,rice
region iii (central luzon),rice premium,2022-11-01,45.64,rice
region iii (central luzon),rice premium,2022-12-01,45.65,rice
region iii (central luzon),rice premium,2023-01-01,45.86,rice
region iii (central luzon),rice premium,2023-02-01,45.0,rice
region iii (central luzon),rice premium,2023-03-01,45.21,rice
region iii (central luzon),rice premium,2023-04-01,46.75,rice
region iii (central luzon),rice premium,2023-05-01,47.0,rice
region iii (central luzon),rice premium,2023-06-01,47.0,rice
region iii (central luzon),rice premium,2023-07-01,47.0,rice
region iii (central luzon),rice premium,2023-08-01,49.03,rice
region iii (central luzon),rice premium,2023-09-01,48.97,rice
region iii (central luzon),rice premium,2023-10-01,48.2,rice
region iii (central luzon),rice premium,2023-11-01,49.18,rice
region iii (central luzon),rice premium,2023-12-01,50.0,rice
region iii (central luzon),rice premium,2024-01-01,50.0,rice
region iii (central luzon),rice premium,2024-02-01,50.0,rice
region iii (central luzon),rice premium,2024-03-01,50.0,rice
region iii (central luzon),rice premium,2024-04-01,48.5,rice
region iii (central luzon),rice premium,2024-05-01,48.13,rice
region iii (central luzon),rice premium,2024-06-01,47.05,rice
region iii (central luzon),rice premium,2024-07-01,46.01,rice
region iii (central luzon),rice premium,2024-08-01,45.8,rice
region iii (central luzon),rice premium,2024-09-01,45.26,rice
region iii (central luzon),rice premium,2024-10-01,43.8,rice
region iii (central luzon),rice premium,2024-11-01,43.8,rice
region iii (central luzon),rice premium,2024-12-01,42.8,rice
region iii (central luzon),rice special,2020-01-01,48.17,rice
region iii (central luzon),rice special,2020-02-01,48.9,rice
region iii (central luzon),rice special,2020-03-01,49.11,rice
region iii (central luzon),rice special,2020-04-01,49.08,rice
region iii (central luzon),rice special,2020-05-01,48.6,rice
region iii (central luzon),rice special,2020-06-01,49.62,rice
region iii (central luzon),rice special,2020-07-01,50.25,rice
region iii (central luzon),rice special,2020-08-01,50.45,rice
region iii (central luzon),rice special,2020-09-01,50.1,rice
region iii (central luzon),rice special,2020-10-01,49.88,rice
region iii (central luzon),rice special,2020-11-01,50.44,rice
region iii (central luzon),rice special,2020-12-01,49.95,rice
region iii (central luzon),rice special,2021-01-01,49.28,rice
region iii (central luzon),rice special,2021-02-01,48.3,rice
region iii (central luzon),rice special,2021-03-01,48.08,rice
region iii (central luzon),rice special,2021-04-01,48.3,rice
region iii (central luzon),rice special,2021-05-01,48.68,rice
region iii (central luzon),rice special,2021-06-01,48.1,rice
region iii (central luzon),rice special,2021-07-01,48.25,rice
region iii (central luzon),rice special,2021-08-01,48.47,rice
region iii (central luzon),rice special,2021-09-01,48.03,rice
region iii (central luzon),rice special,2021-10-01,47.93,rice
region iii (central luzon),rice special,2021-11-01,48.1,rice
region iii (central luzon),rice special,2021-12-01,48.3,rice
region iii (central luzon),rice special,2022-01-01,48.3,rice
region iii (central luzon),rice special,2022-02-01,48.8,rice
region iii (central luzon),rice special,2022-03-01,48.98,rice
region iii (central luzon),rice special,2022-04-01,49.55,rice
region iii (central luzon),rice special,2022-05-01,49.5,rice
region iii (central luzon),rice special,2022-06-01,50.05,rice
region iii (central luzon),rice special,2022-07-01,49.3,rice
region iii (central luzon),rice special,2022-08-01,49.78,rice
region iii (central luzon),rice special,2022-09-01,49.0,rice
region iii (central luzon),rice special,2022-10-01,49.08,rice
region iii (central luzon),rice special,2022-11-01,49.98,rice
region iii (central luzon),rice special,2022-12-01,49.6,rice
region iii (central luzon),rice special,2023-01-01,49.71,rice
region iii (central luzon),rice special,2023-02-01,49.2,rice
region iii (central luzon),rice special,2023-03-01,49.41,rice
region iii (central luzon),rice special,2023-04-01,50.95,rice
region iii (central luzon),rice special,2023-05-01,51.2,rice
region iii (central luzon),rice special,2023-06-01,51.2,rice
region iii (central luzon),rice special,2023-07-01,51.2,rice
region iii (central luzon),rice special,2023-08-01,52.68,rice
region iii (central luzon),rice special,2023-09-01,52.52,rice
region iii (central luzon),rice special,2023-10-01,51.6,rice
region iii (central luzon),rice special,2023-11-01,52.68,rice
region iii (central luzon),rice special,2023-12-01,53.6,rice
region iii (central luzon),rice special,2024-01-01,53.6,rice
region iii (central luzon),rice special,2024-02-01,53.6,rice
region iii (central luzon),rice special,2024-03-01,53.6,rice
region iii (central luzon),rice special,2024-04-01,51.52,rice
region iii (central luzon),rice special,2024-05-01,51.21,rice
region iii (central luzon),rice special,2024-06-01,50.4,rice
region iii (central luzon),rice special,2024-07-01,49.41,rice
region iii (central luzon),rice special,2024-08-01,49.2,rice
region iii (central luzon),rice special,2024-09-01,48.66,rice
region iii (central luzon),rice special,2024-10-01,47.2,rice
region iii (central luzon),rice special,2024-11-01,47.2,rice
region iii (central luzon),rice special,2024-12-01,46.2,rice
region iii (central luzon),well milled rice (wmr),2020-01-01,35.75,rice
region iii (central luzon),well milled rice (wmr),2020-02-01,36.46,rice
region iii (central luzon),well milled rice (wmr),2020-03-01,36.47,rice
region iii (central luzon),well milled rice (wmr),2020-04-01,39.42,rice
region iii (central luzon),well milled rice (wmr),2020-05-01,39.43,rice
region iii (central luzon),well milled rice (wmr),2020-06-01,37.7,rice
region iii (central luzon),well milled rice (wmr),2020-07-01,39.19,rice
region iii (central luzon),well milled rice (wmr),2020-08-01,39.66,rice
region iii (central luzon),well milled rice (wmr),2020-09-01,38.76,rice
region iii (central luzon),well milled rice (wmr),2020-10-01,39.23,rice
region iii (central luzon),well milled rice (wmr),2020-11-01,39.05,rice
region iii (central luzon),well milled rice (wmr),2020-12-01,39.23,rice
region iii (central luzon),well milled rice (wmr),2021-01-01,38.9,rice
region iii (central luzon),well milled rice (wmr),2021-02-01,38.93,rice
region iii (central luzon),well milled rice (wmr),2021-03-01,37.91,rice
region iii (central luzon),well milled rice (wmr),2021-04-01,37.89,rice
region iii (central luzon),well milled rice (wmr),2021-05-01,37.3,rice
region iii (central luzon),well milled rice (wmr),2021-06-01,37.15,rice
region iii (central luzon),well milled rice (wmr),2021-07-01,38.14,rice
region iii (central luzon),well milled rice (wmr),2021-08-01,38.34,rice
region iii (central luzon),well milled rice (wmr),2021-09-01,39.68,rice
region iii (central luzon),well milled rice (wmr),2021-10-01,37.48,rice
region iii (central luzon),well milled rice (wmr),2021-11-01,37.43,rice
region iii (central luzon),well milled rice (wmr),2021-12-01,37.74,rice
region iii (central luzon),well milled rice (wmr),2022-01-01,37.89,rice
region iii (central luzon),well milled rice (wmr),2022-02-01,39.43,rice
region iii (central luzon),well milled rice (wmr),2022-03-01,39.05,rice
region iii (central luzon),well milled rice (wmr),2022-04-01,39.68,rice
region iii (central luzon),well milled rice (wmr),2022-05-01,39.46,rice
region iii (central luzon),well milled rice (wmr),2022-06-01,39.35,rice
region iii (central luzon),well milled rice (wmr),2022-07-01,39.15,rice
region iii (central luzon),well milled rice (wmr),2022-08-01,38.54,rice
region iii (central luzon),well milled rice (wmr),2022-09-01,38.45,rice
region iii (central luzon),well milled rice (wmr),2022-10-01,38.63,rice
region iii (central luzon),well milled rice (wmr),2022-11-01,38.87,rice
region iii (central luzon),well milled rice (wmr),2022-12-01,39.73,rice
region iii (central luzon),well milled rice (wmr),2023-01-01,39.19,rice
region iii (central luzon),well milled rice (wmr),2023-02-01,39.45,rice
region iii (central luzon),well milled rice (wmr),2023-03-01,41.16,rice
region iii (central luzon),well milled rice (wmr),2023-04-01,41.96,rice
region iii (central luzon),well milled rice (wmr),2023-05-01,42.29,rice
region iii (central luzon),well milled rice (wmr),2023-06-01,42.4,rice
region iii (central luzon),well milled rice (wmr),2023-07-01,42.98,rice
region iii (central luzon),well milled rice (wmr),2023-08-01,48.23,rice
region iii (central luzon),well milled rice (wmr),2023-09-01,48.1,rice
region iii (central luzon),well milled rice (wmr),2023-10-01,47.64,rice
region iii (central luzon),well milled rice (wmr),2023-11-01,48.67,rice
region iii (central luzon),well milled rice (wmr),2023-12-01,49.1,rice
region iii (central luzon),well milled rice (wmr),2024-01-01,50.31,rice
region iii (central luzon),well milled rice (wmr),2024-02-01,50.86,rice
region iii (central luzon),well milled rice (wmr),2024-03-01,50.45,rice
region iii (central luzon),well milled rice (wmr),2024-04-01,49.04,rice
region iii (central luzon),well milled rice (wmr),2024-05-01,48.99,rice
region iii (central luzon),well milled rice (wmr),2024-06-01,48.95,rice
region iii (central luzon),well milled rice (wmr),2024-07-01,48.18,rice
region iii (central luzon),well milled rice (wmr),2024-08-01,47.62,rice
region iii (central luzon),well milled rice (wmr),2024-09-01,47.41,rice
region iii (central luzon),well milled rice (wmr),2024-10-01,46.83,rice
region iii (central luzon),well milled rice (wmr),2024-11-01,47.05,rice
region iii (central luzon),well milled rice (wmr),2024-12-01,48.01,rice
region iv-a (calabarzon),corngrits yellow,2020-01-01,26.27,corn
region iv-a (calabarzon),corngrits yellow,2020-02-01,25.89,corn
region iv-a (calabarzon),corngrits yellow,2020-03-01,25.33,corn
region iv-a (calabarzon),corngrits yellow,2020-04-01,25.43,corn
region iv-a (calabarzon),corngrits yellow,2020-05-01,25.33,corn
region iv-a (calabarzon),corngrits yellow,2020-06-01,25.33,corn
region iv-a (calabarzon),corngrits yellow,2020-07-01,25.48,corn
region iv-a (calabarzon),corngrits yellow,2020-08-01,26.0,corn
region iv-a (calabarzon),corngrits yellow,2020-09-01,26.0,corn
region iv-a (calabarzon),corngrits yellow,2020-10-01,26.67,corn
region iv-a (calabarzon),corngrits yellow,2020-11-01,28.0,corn
region iv-a (calabarzon),corngrits yellow,2020-12-01,26.67,corn
region iv-a (calabarzon),corngrits yellow,2021-01-01,26.79,corn
region iv-a (calabarzon),corngrits yellow,2021-02-01,26.67,corn
region iv-a (calabarzon),corngrits yellow,2021-03-01,26.83,corn
region iv-a (calabarzon),corngrits yellow,2021-04-01,26.83,corn
region iv-a (calabarzon),corngrits yellow,2021-05-01,26.83,corn
region iv-a (calabarzon),corngrits yellow,2021-06-01,26.83,corn
region iv-a (calabarzon),corngrits yellow,2021-07-01,27.0,corn
region iv-a (calabarzon),corngrits yellow,2021-08-01,27.0,corn
region iv-a (calabarzon),corngrits yellow,2021-09-01,27.0,corn
region iv-a (calabarzon),corngrits yellow,2021-10-01,27.0,corn
region iv-a (calabarzon),corngrits yellow,2021-11-01,27.27,corn
region iv-a (calabarzon),corngrits yellow,2021-12-01,27.73,corn
region iv-a (calabarzon),corngrits yellow,2022-01-01,27.6,corn
region iv-a (calabarzon),corngrits yellow,2022-02-01,28.0,corn
region iv-a (calabarzon),corngrits yellow,2022-03-01,27.78,corn
region iv-a (calabarzon),corngrits yellow,2022-04-01,28.0,corn
region iv-a (calabarzon),corngrits yellow,2022-05-01,28.0,corn
region iv-a (calabarzon),corngrits yellow,2022-06-01,28.0,corn
region iv-a (calabarzon),corngrits yellow,2022-07-01,28.6,corn
region iv-a (calabarzon),corngrits yellow,2022-08-01,33.0,corn
region iv-a (calabarzon),corngrits yellow,2022-09-01,34.0,corn
region iv-a (calabarzon),corngrits yellow,2022-10-01,35.25,corn
region iv-a (calabarzon),corngrits yellow,2022-11-01,35.6,corn
region iv-a (calabarzon),corngrits yellow,2022-12-01,47.17,corn
region iv-a (calabarzon),corngrits yellow,2023-01-01,50.39,corn
region iv-a (calabarzon),corngrits yellow,2023-02-01,52.14,corn
region iv-a (calabarzon),corngrits yellow,2023-03-01,35.13,corn
region iv-a (calabarzon),corngrits yellow,2023-04-01,35.8,corn
region iv-a (calabarzon),corngrits yellow,2023-05-01,35.8,corn
region iv-a (calabarzon),corngrits yellow,2023-06-01,37.98,corn
region iv-a (calabarzon),corngrits yellow,2023-07-01,36.07,corn
region iv-a (calabarzon),corngrits yellow,2023-08-01,35.9,corn
region iv-a (calabarzon),corngrits yellow,2023-09-01,35.92,corn
region iv-a (calabarzon),corngrits yellow,2023-10-01,35.41,corn
region iv-a (calabarzon),corngrits yellow,2023-11-01,35.32,corn
region iv-a (calabarzon),corngrits yellow,2023-12-01,35.07,corn
region iv-a (calabarzon),corngrits yellow,2024-01-01,35.23,corn
region iv-a (calabarzon),corngrits yellow,2024-02-01,35.23,corn
region iv-a (calabarzon),corngrits yellow,2024-03-01,35.27,corn
region iv-a (calabarzon),corngrits yellow,2024-04-01,35.23,corn
region iv-a (calabarzon),corngrits yellow,2024-05-01,35.23,corn
region iv-a (calabarzon),corngrits yellow,2024-06-01,35.23,corn
region iv-a (calabarzon),corngrits yellow,2024-07-01,34.93,corn
region iv-a (calabarzon),corngrits yellow,2024-08-01,35.03,corn
region iv-a (calabarzon),corngrits yellow,2024-09-01,35.02,corn
region iv-a (calabarzon),corngrits yellow,2024-10-01,34.81,corn
region iv-a (calabarzon),corngrits yellow,2024-11-01,34.63,corn
region iv-a (calabarzon),corngrits yellow,2024-12-01,34.61,corn
region iv-a (calabarzon),regular milled rice (rmr),2020-01-01,31.95,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-02-01,31.67,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-03-01,31.82,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-04-01,33.06,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-05-01,32.87,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-06-01,33.58,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-07-01,33.76,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-08-01,33.77,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-09-01,33.12,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-10-01,32.48,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-11-01,33.36,rice
region iv-a (calabarzon),regular milled rice (rmr),2020-12-01,33.57,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-01-01,33.49,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-02-01,31.91,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-03-01,32.95,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-04-01,33.12,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-05-01,33.44,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-06-01,33.52,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-07-01,33.64,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-08-01,33.83,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-09-01,33.81,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-10-01,33.55,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-11-01,33.8,rice
region iv-a (calabarzon),regular milled rice (rmr),2021-12-01,34.06,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-01-01,34.36,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-02-01,34.15,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-03-01,34.78,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-04-01,34.96,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-05-01,35.2,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-06-01,35.38,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-07-01,34.2,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-08-01,34.81,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-09-01,34.37,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-10-01,35.17,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-11-01,34.85,rice
region iv-a (calabarzon),regular milled rice (rmr),2022-12-01,34.89,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-01-01,35.22,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-02-01,35.61,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-03-01,36.58,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-04-01,37.19,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-05-01,36.79,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-06-01,36.85,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-07-01,38.19,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-08-01,42.79,rice
region iv-a (calabarzon),regular milled rice (rmr),2023-09-01,43.72,rice
