Geolocation,Commodity,Date,Area_Harvested_in_Hectares,Commodity_Type
cordillera administrative region (car),rainfed palay,2021-10-01,5842.400000000001,rice
cordillera administrative region (car),rainfed palay,2021-11-01,5842.400000000001,rice
cordillera administrative region (car),rainfed palay,2021-12-01,5842.400000000001,rice
cordillera administrative region (car),rainfed palay,2022-01-01,80.89999999999999,rice
cordillera administrative region (car),rainfed palay,2022-02-01,80.89999999999999,rice
cordillera administrative region (car),rainfed palay,2022-03-01,80.89999999999999,rice
cordillera administrative region (car),rainfed palay,2022-04-01,324.3333333333333,rice
cordillera administrative region (car),rainfed palay,2022-05-01,324.3333333333333,rice
cordillera administrative region (car),rainfed palay,2022-06-01,324.3333333333333,rice
cordillera administrative region (car),rainfed palay,2022-07-01,956.3733333333333,rice
cordillera administrative region (car),rainfed palay,2022-08-01,956.3733333333333,rice
cordillera administrative region (car),rainfed palay,2022-09-01,956.3733333333333,rice
cordillera administrative region (car),rainfed palay,2022-10-01,4666.46,rice
cordillera administrative region (car),rainfed palay,2022-11-01,4666.46,rice
cordillera administrative region (car),rainfed palay,2022-12-01,4666.46,rice
cordillera administrative region (car),rainfed palay,2023-01-01,76.0,rice
cordillera administrative region (car),rainfed palay,2023-02-01,76.0,rice
cordillera administrative region (car),rainfed palay,2023-03-01,76.0,rice
cordillera administrative region (car),rainfed palay,2023-04-01,326.8966666666667,rice
cordillera administrative region (car),rainfed palay,2023-05-01,326.8966666666667,rice
cordillera administrative region (car),rainfed palay,2023-06-01,326.8966666666667,rice
cordillera administrative region (car),rainfed palay,2023-07-01,908.4566666666666,rice
cordillera administrative region (car),rainfed palay,2023-08-01,908.4566666666666,rice
cordillera administrative region (car),rainfed palay,2023-09-01,908.4566666666666,rice
cordillera administrative region (car),rainfed palay,2023-10-01,4531.663333333333,rice
cordillera administrative region (car),rainfed palay,2023-11-01,4531.663333333333,rice
cordillera administrative region (car),rainfed palay,2023-12-01,4531.663333333333,rice
cordillera administrative region (car),rainfed palay,2024-01-01,69.8,rice
cordillera administrative region (car),rainfed palay,2024-02-01,69.8,rice
cordillera administrative region (car),rainfed palay,2024-03-01,69.8,rice
cordillera administrative region (car),rainfed palay,2024-04-01,768.0833333333334,rice
cordillera administrative region (car),rainfed palay,2024-05-01,768.0833333333334,rice
cordillera administrative region (car),rainfed palay,2024-06-01,768.0833333333334,rice
cordillera administrative region (car),rainfed palay,2024-07-01,895.6666666666666,rice
cordillera administrative region (car),rainfed palay,2024-08-01,895.6666666666666,rice
cordillera administrative region (car),rainfed palay,2024-09-01,895.6666666666666,rice
cordillera administrative region (car),rainfed palay,2024-10-01,4588.33,rice
cordillera administrative region (car),rainfed palay,2024-11-01,4588.33,rice
cordillera administrative region (car),rainfed palay,2024-12-01,4588.33,rice
cordillera administrative region (car),white corn,2020-01-01,377.6666666666667,corn
cordillera administrative region (car),white corn,2020-02-01,377.6666666666667,corn
cordillera administrative region (car),white corn,2020-03-01,377.6666666666667,corn
cordillera administrative region (car),white corn,2020-04-01,15.666666666666666,corn
cordillera administrative region (car),white corn,2020-05-01,15.666666666666666,corn
cordillera administrative region (car),white corn,2020-06-01,15.666666666666666,corn
cordillera administrative region (car),white corn,2020-07-01,1711.6666666666667,corn
cordillera administrative region (car),white corn,2020-08-01,1711.6666666666667,corn
cordillera administrative region (car),white corn,2020-09-01,1711.6666666666667,corn
cordillera administrative region (car),white corn,2020-10-01,18.666666666666668,corn
cordillera administrative region (car),white corn,2020-11-01,18.666666666666668,corn
cordillera administrative region (car),white corn,2020-12-01,18.666666666666668,corn
cordillera administrative region (car),white corn,2021-01-01,372.3333333333333,corn
cordillera administrative region (car),white corn,2021-02-01,372.3333333333333,corn
cordillera administrative region (car),white corn,2021-03-01,372.3333333333333,corn
cordillera administrative region (car),white corn,2021-04-01,52.74,corn
cordillera administrative region (car),white corn,2021-05-01,52.74,corn
cordillera administrative region (car),white corn,2021-06-01,52.74,corn
cordillera administrative region (car),white corn,2021-07-01,1709.3333333333333,corn
cordillera administrative region (car),white corn,2021-08-01,1709.3333333333333,corn
cordillera administrative region (car),white corn,2021-09-01,1709.3333333333333,corn
cordillera administrative region (car),white corn,2021-10-01,32.0,corn
cordillera administrative region (car),white corn,2021-11-01,32.0,corn
cordillera administrative region (car),white corn,2021-12-01,32.0,corn
cordillera administrative region (car),white corn,2022-01-01,371.6666666666667,corn
cordillera administrative region (car),white corn,2022-02-01,371.6666666666667,corn
cordillera administrative region (car),white corn,2022-03-01,371.6666666666667,corn
cordillera administrative region (car),white corn,2022-04-01,50.666666666666664,corn
cordillera administrative region (car),white corn,2022-05-01,50.666666666666664,corn
cordillera administrative region (car),white corn,2022-06-01,50.666666666666664,corn
cordillera administrative region (car),white corn,2022-07-01,1708.6533333333334,corn
cordillera administrative region (car),white corn,2022-08-01,1708.6533333333334,corn
cordillera administrative region (car),white corn,2022-09-01,1708.6533333333334,corn
cordillera administrative region (car),white corn,2022-10-01,18.586666666666666,corn
cordillera administrative region (car),white corn,2022-11-01,18.586666666666666,corn
cordillera administrative region (car),white corn,2022-12-01,18.586666666666666,corn
cordillera administrative region (car),white corn,2023-01-01,368.6666666666667,corn
cordillera administrative region (car),white corn,2023-02-01,368.6666666666667,corn
cordillera administrative region (car),white corn,2023-03-01,368.6666666666667,corn
cordillera administrative region (car),white corn,2023-04-01,52.32666666666666,corn
cordillera administrative region (car),white corn,2023-05-01,52.32666666666666,corn
cordillera administrative region (car),white corn,2023-06-01,52.32666666666666,corn
cordillera administrative region (car),white corn,2023-07-01,1705.3333333333333,corn
cordillera administrative region (car),white corn,2023-08-01,1705.3333333333333,corn
cordillera administrative region (car),white corn,2023-09-01,1705.3333333333333,corn
cordillera administrative region (car),white corn,2023-10-01,10.666666666666666,corn
cordillera administrative region (car),white corn,2023-11-01,10.666666666666666,corn
cordillera administrative region (car),white corn,2023-12-01,10.666666666666666,corn
cordillera administrative region (car),white corn,2024-01-01,368.70666666666665,corn
cordillera administrative region (car),white corn,2024-02-01,368.70666666666665,corn
cordillera administrative region (car),white corn,2024-03-01,368.70666666666665,corn
cordillera administrative region (car),white corn,2024-04-01,47.593333333333334,corn
cordillera administrative region (car),white corn,2024-05-01,47.593333333333334,corn
cordillera administrative region (car),white corn,2024-06-01,47.593333333333334,corn
cordillera administrative region (car),white corn,2024-07-01,1704.3333333333333,corn
cordillera administrative region (car),white corn,2024-08-01,1704.3333333333333,corn
cordillera administrative region (car),white corn,2024-09-01,1704.3333333333333,corn
cordillera administrative region (car),white corn,2024-10-01,39.93666666666667,corn
cordillera administrative region (car),white corn,2024-11-01,39.93666666666667,corn
cordillera administrative region (car),white corn,2024-12-01,39.93666666666667,corn
cordillera administrative region (car),yellow corn,2020-01-01,5273.666666666667,corn
cordillera administrative region (car),yellow corn,2020-02-01,5273.666666666667,corn
cordillera administrative region (car),yellow corn,2020-03-01,5273.666666666667,corn
cordillera administrative region (car),yellow corn,2020-04-01,4207.0,corn
cordillera administrative region (car),yellow corn,2020-05-01,4207.0,corn
cordillera administrative region (car),yellow corn,2020-06-01,4207.0,corn
cordillera administrative region (car),yellow corn,2020-07-01,3915.3333333333335,corn
cordillera administrative region (car),yellow corn,2020-08-01,3915.3333333333335,corn
cordillera administrative region (car),yellow corn,2020-09-01,3915.3333333333335,corn
cordillera administrative region (car),yellow corn,2020-10-01,5554.0,corn
cordillera administrative region (car),yellow corn,2020-11-01,5554.0,corn
cordillera administrative region (car),yellow corn,2020-12-01,5554.0,corn
cordillera administrative region (car),yellow corn,2021-01-01,4670.0,corn
cordillera administrative region (car),yellow corn,2021-02-01,4670.0,corn
cordillera administrative region (car),yellow corn,2021-03-01,4670.0,corn
cordillera administrative region (car),yellow corn,2021-04-01,4374.676666666667,corn
cordillera administrative region (car),yellow corn,2021-05-01,4374.676666666667,corn
cordillera administrative region (car),yellow corn,2021-06-01,4374.676666666667,corn
cordillera administrative region (car),yellow corn,2021-07-01,2582.0033333333336,corn
cordillera administrative region (car),yellow corn,2021-08-01,2582.0033333333336,corn
cordillera administrative region (car),yellow corn,2021-09-01,2582.0033333333336,corn
cordillera administrative region (car),yellow corn,2021-10-01,6321.0,corn
cordillera administrative region (car),yellow corn,2021-11-01,6321.0,corn
cordillera administrative region (car),yellow corn,2021-12-01,6321.0,corn
cordillera administrative region (car),yellow corn,2022-01-01,3173.6666666666665,corn
cordillera administrative region (car),yellow corn,2022-02-01,3173.6666666666665,corn
cordillera administrative region (car),yellow corn,2022-03-01,3173.6666666666665,corn
cordillera administrative region (car),yellow corn,2022-04-01,4693.21,corn
cordillera administrative region (car),yellow corn,2022-05-01,4693.21,corn
cordillera administrative region (car),yellow corn,2022-06-01,4693.21,corn
cordillera administrative region (car),yellow corn,2022-07-01,3006.2466666666664,corn
cordillera administrative region (car),yellow corn,2022-08-01,3006.2466666666664,corn
cordillera administrative region (car),yellow corn,2022-09-01,3006.2466666666664,corn
cordillera administrative region (car),yellow corn,2022-10-01,4813.66,corn
cordillera administrative region (car),yellow corn,2022-11-01,4813.66,corn
cordillera administrative region (car),yellow corn,2022-12-01,4813.66,corn
cordillera administrative region (car),yellow corn,2023-01-01,3910.83,corn
cordillera administrative region (car),yellow corn,2023-02-01,3910.83,corn
cordillera administrative region (car),yellow corn,2023-03-01,3910.83,corn
cordillera administrative region (car),yellow corn,2023-04-01,3940.4366666666665,corn
cordillera administrative region (car),yellow corn,2023-05-01,3940.4366666666665,corn
cordillera administrative region (car),yellow corn,2023-06-01,3940.4366666666665,corn
cordillera administrative region (car),yellow corn,2023-07-01,2668.063333333333,corn
cordillera administrative region (car),yellow corn,2023-08-01,2668.063333333333,corn
cordillera administrative region (car),yellow corn,2023-09-01,2668.063333333333,corn
cordillera administrative region (car),yellow corn,2023-10-01,4395.84,corn
cordillera administrative region (car),yellow corn,2023-11-01,4395.84,corn
cordillera administrative region (car),yellow corn,2023-12-01,4395.84,corn
cordillera administrative region (car),yellow corn,2024-01-01,3839.4666666666667,corn
cordillera administrative region (car),yellow corn,2024-02-01,3839.4666666666667,corn
cordillera administrative region (car),yellow corn,2024-03-01,3839.4666666666667,corn
cordillera administrative region (car),yellow corn,2024-04-01,3643.28,corn
cordillera administrative region (car),yellow corn,2024-05-01,3643.28,corn
cordillera administrative region (car),yellow corn,2024-06-01,3643.28,corn
cordillera administrative region (car),yellow corn,2024-07-01,3267.206666666667,corn
cordillera administrative region (car),yellow corn,2024-08-01,3267.206666666667,corn
cordillera administrative region (car),yellow corn,2024-09-01,3267.206666666667,corn
cordillera administrative region (car),yellow corn,2024-10-01,4090.8199999999997,corn
cordillera administrative region (car),yellow corn,2024-11-01,4090.8199999999997,corn
cordillera administrative region (car),yellow corn,2024-12-01,4090.8199999999997,corn
mimaropa region,corn,2020-01-01,3619.6666666666665,corn
mimaropa region,corn,2020-02-01,3619.6666666666665,corn
mimaropa region,corn,2020-03-01,3619.6666666666665,corn
mimaropa region,corn,2020-04-01,2771.6666666666665,corn
mimaropa region,corn,2020-05-01,2771.6666666666665,corn
mimaropa region,corn,2020-06-01,2771.6666666666665,corn
mimaropa region,corn,2020-07-01,2288.3333333333335,corn
mimaropa region,corn,2020-08-01,2288.3333333333335,corn
mimaropa region,corn,2020-09-01,2288.3333333333335,corn
mimaropa region,corn,2020-10-01,1457.6666666666667,corn
mimaropa region,corn,2020-11-01,1457.6666666666667,corn
mimaropa region,corn,2020-12-01,1457.6666666666667,corn
mimaropa region,corn,2021-01-01,3561.6666666666665,corn
mimaropa region,corn,2021-02-01,3561.6666666666665,corn
mimaropa region,corn,2021-03-01,3561.6666666666665,corn
mimaropa region,corn,2021-04-01,2547.3333333333335,corn
mimaropa region,corn,2021-05-01,2547.3333333333335,corn
mimaropa region,corn,2021-06-01,2547.3333333333335,corn
mimaropa region,corn,2021-07-01,1993.3333333333333,corn
mimaropa region,corn,2021-08-01,1993.3333333333333,corn
mimaropa region,corn,2021-09-01,1993.3333333333333,corn
mimaropa region,corn,2021-10-01,1308.0,corn
mimaropa region,corn,2021-11-01,1308.0,corn
mimaropa region,corn,2021-12-01,1308.0,corn
mimaropa region,corn,2022-01-01,3672.6666666666665,corn
mimaropa region,corn,2022-02-01,3672.6666666666665,corn
mimaropa region,corn,2022-03-01,3672.6666666666665,corn
mimaropa region,corn,2022-04-01,2665.27,corn
mimaropa region,corn,2022-05-01,2665.27,corn
mimaropa region,corn,2022-06-01,2665.27,corn
mimaropa region,corn,2022-07-01,2486.3333333333335,corn
mimaropa region,corn,2022-08-01,2486.3333333333335,corn
mimaropa region,corn,2022-09-01,2486.3333333333335,corn
mimaropa region,corn,2022-10-01,1382.0,corn
mimaropa region,corn,2022-11-01,1382.0,corn
mimaropa region,corn,2022-12-01,1382.0,corn
mimaropa region,corn,2023-01-01,3711.22,corn
mimaropa region,corn,2023-02-01,3711.22,corn
mimaropa region,corn,2023-03-01,3711.22,corn
mimaropa region,corn,2023-04-01,2541.0333333333333,corn
mimaropa region,corn,2023-05-01,2541.0333333333333,corn
mimaropa region,corn,2023-06-01,2541.0333333333333,corn
mimaropa region,corn,2023-07-01,2041.0933333333332,corn
mimaropa region,corn,2023-08-01,2041.0933333333332,corn
mimaropa region,corn,2023-09-01,2041.0933333333332,corn
mimaropa region,corn,2023-10-01,1327.3999999999999,corn
mimaropa region,corn,2023-11-01,1327.3999999999999,corn
mimaropa region,corn,2023-12-01,1327.3999999999999,corn
mimaropa region,corn,2024-01-01,3390.933333333333,corn
mimaropa region,corn,2024-02-01,3390.933333333333,corn
mimaropa region,corn,2024-03-01,3390.933333333333,corn
mimaropa region,corn,2024-04-01,2388.3733333333334,corn
mimaropa region,corn,2024-05-01,2388.3733333333334,corn
mimaropa region,corn,2024-06-01,2388.3733333333334,corn
mimaropa region,corn,2024-07-01,1972.82,corn
mimaropa region,corn,2024-08-01,1972.82,corn
mimaropa region,corn,2024-09-01,1972.82,corn
mimaropa region,corn,2024-10-01,1237.6200000000001,corn
mimaropa region,corn,2024-11-01,1237.6200000000001,corn
mimaropa region,corn,2024-12-01,1237.6200000000001,corn
mimaropa region,irrigated palay,2020-01-01,15168.0,rice
mimaropa region,irrigated palay,2020-02-01,15168.0,rice
mimaropa region,irrigated palay,2020-03-01,15168.0,rice
mimaropa region,irrigated palay,2020-04-01,14680.333333333334,rice
mimaropa region,irrigated palay,2020-05-01,14680.333333333334,rice
mimaropa region,irrigated palay,2020-06-01,14680.333333333334,rice
mimaropa region,irrigated palay,2020-07-01,6880.0,rice
mimaropa region,irrigated palay,2020-08-01,6880.0,rice
mimaropa region,irrigated palay,2020-09-01,6880.0,rice
mimaropa region,irrigated palay,2020-10-01,30557.2,rice
mimaropa region,irrigated palay,2020-11-01,30557.2,rice
mimaropa region,irrigated palay,2020-12-01,30557.2,rice
mimaropa region,irrigated palay,2021-01-01,16078.666666666666,rice
mimaropa region,irrigated palay,2021-02-01,16078.666666666666,rice
mimaropa region,irrigated palay,2021-03-01,16078.666666666666,rice
mimaropa region,irrigated palay,2021-04-01,15835.333333333334,rice
mimaropa region,irrigated palay,2021-05-01,15835.333333333334,rice
mimaropa region,irrigated palay,2021-06-01,15835.333333333334,rice
mimaropa region,irrigated palay,2021-07-01,7540.233333333334,rice
mimaropa region,irrigated palay,2021-08-01,7540.233333333334,rice
mimaropa region,irrigated palay,2021-09-01,7540.233333333334,rice
mimaropa region,irrigated palay,2021-10-01,31148.100000000002,rice
mimaropa region,irrigated palay,2021-11-01,31148.100000000002,rice
mimaropa region,irrigated palay,2021-12-01,31148.100000000002,rice
mimaropa region,irrigated palay,2022-01-01,16005.333333333334,rice
mimaropa region,irrigated palay,2022-02-01,16005.333333333334,rice
mimaropa region,irrigated palay,2022-03-01,16005.333333333334,rice
mimaropa region,irrigated palay,2022-04-01,14753.92,rice
mimaropa region,irrigated palay,2022-05-01,14753.92,rice
mimaropa region,irrigated palay,2022-06-01,14753.92,rice
mimaropa region,irrigated palay,2022-07-01,7842.29,rice
mimaropa region,irrigated palay,2022-08-01,7842.29,rice
mimaropa region,irrigated palay,2022-09-01,7842.29,rice
mimaropa region,irrigated palay,2022-10-01,32727.3,rice
mimaropa region,irrigated palay,2022-11-01,32727.3,rice
mimaropa region,irrigated palay,2022-12-01,32727.3,rice
mimaropa region,irrigated palay,2023-01-01,15393.199999999999,rice
mimaropa region,irrigated palay,2023-02-01,15393.199999999999,rice
mimaropa region,irrigated palay,2023-03-01,15393.199999999999,rice
mimaropa region,irrigated palay,2023-04-01,15018.063333333334,rice
mimaropa region,irrigated palay,2023-05-01,15018.063333333334,rice
mimaropa region,irrigated palay,2023-06-01,15018.063333333334,rice
mimaropa region,irrigated palay,2023-07-01,8287.623333333333,rice
mimaropa region,irrigated palay,2023-08-01,8287.623333333333,rice
mimaropa region,irrigated palay,2023-09-01,8287.623333333333,rice
mimaropa region,irrigated palay,2023-10-01,33671.293333333335,rice
mimaropa region,irrigated palay,2023-11-01,33671.293333333335,rice
mimaropa region,irrigated palay,2023-12-01,33671.293333333335,rice
mimaropa region,irrigated palay,2024-01-01,14549.246666666666,rice
mimaropa region,irrigated palay,2024-02-01,14549.246666666666,rice
mimaropa region,irrigated palay,2024-03-01,14549.246666666666,rice
mimaropa region,irrigated palay,2024-04-01,14509.496666666666,rice
mimaropa region,irrigated palay,2024-05-01,14509.496666666666,rice
mimaropa region,irrigated palay,2024-06-01,14509.496666666666,rice
mimaropa region,irrigated palay,2024-07-01,7543.006666666667,rice
mimaropa region,irrigated palay,2024-08-01,7543.006666666667,rice
mimaropa region,irrigated palay,2024-09-01,7543.006666666667,rice
mimaropa region,irrigated palay,2024-10-01,34676.943333333336,rice
mimaropa region,irrigated palay,2024-11-01,34676.943333333336,rice
mimaropa region,irrigated palay,2024-12-01,34676.943333333336,rice
mimaropa region,palay,2020-01-01,22122.666666666668,rice
mimaropa region,palay,2020-02-01,22122.666666666668,rice
mimaropa region,palay,2020-03-01,22122.666666666668,rice
mimaropa region,palay,2020-04-01,16804.0,rice
mimaropa region,palay,2020-05-01,16804.0,rice
mimaropa region,palay,2020-06-01,16804.0,rice
mimaropa region,palay,2020-07-01,9693.333333333334,rice
mimaropa region,palay,2020-08-01,9693.333333333334,rice
mimaropa region,palay,2020-09-01,9693.333333333334,rice
mimaropa region,palay,2020-10-01,49126.86666666667,rice
mimaropa region,palay,2020-11-01,49126.86666666667,rice
mimaropa region,palay,2020-12-01,49126.86666666667,rice
mimaropa region,palay,2021-01-01,23114.666666666668,rice
mimaropa region,palay,2021-02-01,23114.666666666668,rice
mimaropa region,palay,2021-03-01,23114.666666666668,rice
mimaropa region,palay,2021-04-01,18609.0,rice
mimaropa region,palay,2021-05-01,18609.0,rice
mimaropa region,palay,2021-06-01,18609.0,rice
mimaropa region,palay,2021-07-01,10894.9,rice
mimaropa region,palay,2021-08-01,10894.9,rice
mimaropa region,palay,2021-09-01,10894.9,rice
mimaropa region,palay,2021-10-01,50758.22666666666,rice
mimaropa region,palay,2021-11-01,50758.22666666666,rice
mimaropa region,palay,2021-12-01,50758.22666666666,rice
mimaropa region,palay,2022-01-01,22780.333333333332,rice
mimaropa region,palay,2022-02-01,22780.333333333332,rice
mimaropa region,palay,2022-03-01,22780.333333333332,rice
mimaropa region,palay,2022-04-01,17918.953333333335,rice
mimaropa region,palay,2022-05-01,17918.953333333335,rice
mimaropa region,palay,2022-06-01,17918.953333333335,rice
mimaropa region,palay,2022-07-01,11330.33,rice
mimaropa region,palay,2022-08-01,11330.33,rice
mimaropa region,palay,2022-09-01,11330.33,rice
mimaropa region,palay,2022-10-01,52858.81333333333,rice
mimaropa region,palay,2022-11-01,52858.81333333333,rice
mimaropa region,palay,2022-12-01,52858.81333333333,rice
mimaropa region,palay,2023-01-01,22366.453333333335,rice
mimaropa region,palay,2023-02-01,22366.453333333335,rice
mimaropa region,palay,2023-03-01,22366.453333333335,rice
mimaropa region,palay,2023-04-01,18405.23,rice
mimaropa region,palay,2023-05-01,18405.23,rice
mimaropa region,palay,2023-06-01,18405.23,rice
mimaropa region,palay,2023-07-01,11929.589999999998,rice
mimaropa region,palay,2023-08-01,11929.589999999998,rice
mimaropa region,palay,2023-09-01,11929.589999999998,rice
mimaropa region,palay,2023-10-01,50693.68333333333,rice
mimaropa region,palay,2023-11-01,50693.68333333333,rice
mimaropa region,palay,2023-12-01,50693.68333333333,rice
mimaropa region,palay,2024-01-01,21696.576666666668,rice
mimaropa region,palay,2024-02-01,21696.576666666668,rice
mimaropa region,palay,2024-03-01,21696.576666666668,rice
mimaropa region,palay,2024-04-01,17485.163333333334,rice
mimaropa region,palay,2024-05-01,17485.163333333334,rice
mimaropa region,palay,2024-06-01,17485.163333333334,rice
mimaropa region,palay,2024-07-01,10922.673333333332,rice
mimaropa region,palay,2024-08-01,10922.673333333332,rice
mimaropa region,palay,2024-09-01,10922.673333333332,rice
mimaropa region,palay,2024-10-01,51981.56666666667,rice
mimaropa region,palay,2024-11-01,51981.56666666667,rice
mimaropa region,palay,2024-12-01,51981.56666666667,rice
mimaropa region,rainfed palay,2020-01-01,6954.666666666667,rice
mimaropa region,rainfed palay,2020-02-01,6954.666666666667,rice
mimaropa region,rainfed palay,2020-03-01,6954.666666666667,rice
mimaropa region,rainfed palay,2020-04-01,2123.6666666666665,rice
mimaropa region,rainfed palay,2020-05-01,2123.6666666666665,rice
mimaropa region,rainfed palay,2020-06-01,2123.6666666666665,rice
mimaropa region,rainfed palay,2020-07-01,2813.3333333333335,rice
mimaropa region,rainfed palay,2020-08-01,2813.3333333333335,rice
mimaropa region,rainfed palay,2020-09-01,2813.3333333333335,rice
mimaropa region,rainfed palay,2020-10-01,18569.666666666668,rice
mimaropa region,rainfed palay,2020-11-01,18569.666666666668,rice
mimaropa region,rainfed palay,2020-12-01,18569.666666666668,rice
mimaropa region,rainfed palay,2021-01-01,7036.0,rice
mimaropa region,rainfed palay,2021-02-01,7036.0,rice
mimaropa region,rainfed palay,2021-03-01,7036.0,rice
mimaropa region,rainfed palay,2021-04-01,2773.6666666666665,rice
mimaropa region,rainfed palay,2021-05-01,2773.6666666666665,rice
mimaropa region,rainfed palay,2021-06-01,2773.6666666666665,rice
mimaropa region,rainfed palay,2021-07-01,3354.6666666666665,rice
mimaropa region,rainfed palay,2021-08-01,3354.6666666666665,rice
mimaropa region,rainfed palay,2021-09-01,3354.6666666666665,rice
mimaropa region,rainfed palay,2021-10-01,19610.126666666667,rice
mimaropa region,rainfed palay,2021-11-01,19610.126666666667,rice
mimaropa region,rainfed palay,2021-12-01,19610.126666666667,rice
mimaropa region,rainfed palay,2022-01-01,6775.0,rice
mimaropa region,rainfed palay,2022-02-01,6775.0,rice
mimaropa region,rainfed palay,2022-03-01,6775.0,rice
mimaropa region,rainfed palay,2022-04-01,3165.0333333333333,rice
mimaropa region,rainfed palay,2022-05-01,3165.0333333333333,rice
mimaropa region,rainfed palay,2022-06-01,3165.0333333333333,rice
mimaropa region,rainfed palay,2022-07-01,3488.0400000000004,rice
mimaropa region,rainfed palay,2022-08-01,3488.0400000000004,rice
mimaropa region,rainfed palay,2022-09-01,3488.0400000000004,rice
mimaropa region,rainfed palay,2022-10-01,20131.513333333332,rice
mimaropa region,rainfed palay,2022-11-01,20131.513333333332,rice
mimaropa region,rainfed palay,2022-12-01,20131.513333333332,rice
mimaropa region,rainfed palay,2023-01-01,6973.253333333333,rice
mimaropa region,rainfed palay,2023-02-01,6973.253333333333,rice
mimaropa region,rainfed palay,2023-03-01,6973.253333333333,rice
mimaropa region,rainfed palay,2023-04-01,3387.1666666666665,rice
mimaropa region,rainfed palay,2023-05-01,3387.1666666666665,rice
mimaropa region,rainfed palay,2023-06-01,3387.1666666666665,rice
mimaropa region,rainfed palay,2023-07-01,3641.9666666666667,rice
mimaropa region,rainfed palay,2023-08-01,3641.9666666666667,rice
mimaropa region,rainfed palay,2023-09-01,3641.9666666666667,rice
mimaropa region,rainfed palay,2023-10-01,17022.38666666667,rice
mimaropa region,rainfed palay,2023-11-01,17022.38666666667,rice
mimaropa region,rainfed palay,2023-12-01,17022.38666666667,rice
mimaropa region,rainfed palay,2024-01-01,7147.326666666667,rice
mimaropa region,rainfed palay,2024-02-01,7147.326666666667,rice
mimaropa region,rainfed palay,2024-03-01,7147.326666666667,rice
mimaropa region,rainfed palay,2024-04-01,2975.6666666666665,rice
mimaropa region,rainfed palay,2024-05-01,2975.6666666666665,rice
mimaropa region,rainfed palay,2024-06-01,2975.6666666666665,rice
mimaropa region,rainfed palay,2024-07-01,3379.6666666666665,rice
mimaropa region,rainfed palay,2024-08-01,3379.6666666666665,rice
mimaropa region,rainfed palay,2024-09-01,3379.6666666666665,rice
mimaropa region,rainfed palay,2024-10-01,17304.623333333333,rice
mimaropa region,rainfed palay,2024-11-01,17304.623333333333,rice
mimaropa region,rainfed palay,2024-12-01,17304.623333333333,rice
mimaropa region,white corn,2020-01-01,270.0,corn
mimaropa region,white corn,2020-02-01,270.0,corn
mimaropa region,white corn,2020-03-01,270.0,corn
mimaropa region,white corn,2020-04-01,570.6666666666666,corn
mimaropa region,white corn,2020-05-01,570.6666666666666,corn
mimaropa region,white corn,2020-06-01,570.6666666666666,corn
mimaropa region,white corn,2020-07-01,820.6666666666666,corn
mimaropa region,white corn,2020-08-01,820.6666666666666,corn
mimaropa region,white corn,2020-09-01,820.6666666666666,corn
mimaropa region,white corn,2020-10-01,607.0,corn
mimaropa region,white corn,2020-11-01,607.0,corn
mimaropa region,white corn,2020-12-01,607.0,corn
mimaropa region,white corn,2021-01-01,249.66666666666666,corn
mimaropa region,white corn,2021-02-01,249.66666666666666,corn
mimaropa region,white corn,2021-03-01,249.66666666666666,corn
mimaropa region,white corn,2021-04-01,419.6666666666667,corn
mimaropa region,white corn,2021-05-01,419.6666666666667,corn
mimaropa region,white corn,2021-06-01,419.6666666666667,corn
mimaropa region,white corn,2021-07-01,687.0,corn
mimaropa region,white corn,2021-08-01,687.0,corn
mimaropa region,white corn,2021-09-01,687.0,corn
mimaropa region,white corn,2021-10-01,370.6666666666667,corn
mimaropa region,white corn,2021-11-01,370.6666666666667,corn
mimaropa region,white corn,2021-12-01,370.6666666666667,corn
mimaropa region,white corn,2022-01-01,291.3333333333333,corn
mimaropa region,white corn,2022-02-01,291.3333333333333,corn
mimaropa region,white corn,2022-03-01,291.3333333333333,corn
mimaropa region,white corn,2022-04-01,437.8633333333333,corn
mimaropa region,white corn,2022-05-01,437.8633333333333,corn
mimaropa region,white corn,2022-06-01,437.8633333333333,corn
mimaropa region,white corn,2022-07-01,505.3333333333333,corn
mimaropa region,white corn,2022-08-01,505.3333333333333,corn
mimaropa region,white corn,2022-09-01,505.3333333333333,corn
mimaropa region,white corn,2022-10-01,389.3333333333333,corn
mimaropa region,white corn,2022-11-01,389.3333333333333,corn
mimaropa region,white corn,2022-12-01,389.3333333333333,corn
mimaropa region,white corn,2023-01-01,318.05,corn
mimaropa region,white corn,2023-02-01,318.05,corn
mimaropa region,white corn,2023-03-01,318.05,corn
mimaropa region,white corn,2023-04-01,275.93333333333334,corn
mimaropa region,white corn,2023-05-01,275.93333333333334,corn
mimaropa region,white corn,2023-06-01,275.93333333333334,corn
mimaropa region,white corn,2023-07-01,348.90000000000003,corn
mimaropa region,white corn,2023-08-01,348.90000000000003,corn
mimaropa region,white corn,2023-09-01,348.90000000000003,corn
mimaropa region,white corn,2023-10-01,490.4266666666667,corn
mimaropa region,white corn,2023-11-01,490.4266666666667,corn
mimaropa region,white corn,2023-12-01,490.4266666666667,corn
mimaropa region,white corn,2024-01-01,327.6566666666667,corn
mimaropa region,white corn,2024-02-01,327.6566666666667,corn
mimaropa region,white corn,2024-03-01,327.6566666666667,corn
mimaropa region,white corn,2024-04-01,137.74,corn
