Geolocation,Commodity,Date,Production_Volume_by_MetricTons,Commodity_Type
region ii (cagayan valley),palay,2020-09-01,112260.75,rice
region ii (cagayan valley),palay,2020-10-01,301232.85666666663,rice
region ii (cagayan valley),palay,2020-11-01,301232.85666666663,rice
region ii (cagayan valley),palay,2020-12-01,301232.85666666663,rice
region ii (cagayan valley),palay,2021-01-01,210230.85333333336,rice
region ii (cagayan valley),palay,2021-02-01,210230.85333333336,rice
region ii (cagayan valley),palay,2021-03-01,210230.85333333336,rice
region ii (cagayan valley),palay,2021-04-01,318833.74666666664,rice
region ii (cagayan valley),palay,2021-05-01,318833.74666666664,rice
region ii (cagayan valley),palay,2021-06-01,318833.74666666664,rice
region ii (cagayan valley),palay,2021-07-01,130301.21333333333,rice
region ii (cagayan valley),palay,2021-08-01,130301.21333333333,rice
region ii (cagayan valley),palay,2021-09-01,130301.21333333333,rice
region ii (cagayan valley),palay,2021-10-01,310617.68,rice
region ii (cagayan valley),palay,2021-11-01,310617.68,rice
region ii (cagayan valley),palay,2021-12-01,310617.68,rice
region ii (cagayan valley),palay,2022-01-01,205439.06000000003,rice
region ii (cagayan valley),palay,2022-02-01,205439.06000000003,rice
region ii (cagayan valley),palay,2022-03-01,205439.06000000003,rice
region ii (cagayan valley),palay,2022-04-01,315070.9533333333,rice
region ii (cagayan valley),palay,2022-05-01,315070.9533333333,rice
region ii (cagayan valley),palay,2022-06-01,315070.9533333333,rice
region ii (cagayan valley),palay,2022-07-01,142286.77,rice
region ii (cagayan valley),palay,2022-08-01,142286.77,rice
region ii (cagayan valley),palay,2022-09-01,142286.77,rice
region ii (cagayan valley),palay,2022-10-01,313258.45,rice
region ii (cagayan valley),palay,2022-11-01,313258.45,rice
region ii (cagayan valley),palay,2022-12-01,313258.45,rice
region ii (cagayan valley),palay,2023-01-01,219211.99666666667,rice
region ii (cagayan valley),palay,2023-02-01,219211.99666666667,rice
region ii (cagayan valley),palay,2023-03-01,219211.99666666667,rice
region ii (cagayan valley),palay,2023-04-01,315111.49666666664,rice
region ii (cagayan valley),palay,2023-05-01,315111.49666666664,rice
region ii (cagayan valley),palay,2023-06-01,315111.49666666664,rice
region ii (cagayan valley),palay,2023-07-01,158781.07333333333,rice
region ii (cagayan valley),palay,2023-08-01,158781.07333333333,rice
region ii (cagayan valley),palay,2023-09-01,158781.07333333333,rice
region ii (cagayan valley),palay,2023-10-01,315591.3066666667,rice
region ii (cagayan valley),palay,2023-11-01,315591.3066666667,rice
region ii (cagayan valley),palay,2023-12-01,315591.3066666667,rice
region ii (cagayan valley),palay,2024-01-01,251610.84,rice
region ii (cagayan valley),palay,2024-02-01,251610.84,rice
region ii (cagayan valley),palay,2024-03-01,251610.84,rice
region ii (cagayan valley),palay,2024-04-01,257319.40333333332,rice
region ii (cagayan valley),palay,2024-05-01,257319.40333333332,rice
region ii (cagayan valley),palay,2024-06-01,257319.40333333332,rice
region ii (cagayan valley),palay,2024-07-01,150895.20333333334,rice
region ii (cagayan valley),palay,2024-08-01,150895.20333333334,rice
region ii (cagayan valley),palay,2024-09-01,150895.20333333334,rice
region ii (cagayan valley),palay,2024-10-01,314413.4033333333,rice
region ii (cagayan valley),palay,2024-11-01,314413.4033333333,rice
region ii (cagayan valley),palay,2024-12-01,314413.4033333333,rice
region ii (cagayan valley),rainfed palay,2020-01-01,20070.32,rice
region ii (cagayan valley),rainfed palay,2020-02-01,20070.32,rice
region ii (cagayan valley),rainfed palay,2020-03-01,20070.32,rice
region ii (cagayan valley),rainfed palay,2020-04-01,20703.666666666668,rice
region ii (cagayan valley),rainfed palay,2020-05-01,20703.666666666668,rice
region ii (cagayan valley),rainfed palay,2020-06-01,20703.666666666668,rice
region ii (cagayan valley),rainfed palay,2020-07-01,1794.4166666666667,rice
region ii (cagayan valley),rainfed palay,2020-08-01,1794.4166666666667,rice
region ii (cagayan valley),rainfed palay,2020-09-01,1794.4166666666667,rice
region ii (cagayan valley),rainfed palay,2020-10-01,22811.190000000002,rice
region ii (cagayan valley),rainfed palay,2020-11-01,22811.190000000002,rice
region ii (cagayan valley),rainfed palay,2020-12-01,22811.190000000002,rice
region ii (cagayan valley),rainfed palay,2021-01-01,22876.646666666667,rice
region ii (cagayan valley),rainfed palay,2021-02-01,22876.646666666667,rice
region ii (cagayan valley),rainfed palay,2021-03-01,22876.646666666667,rice
region ii (cagayan valley),rainfed palay,2021-04-01,23987.10666666667,rice
region ii (cagayan valley),rainfed palay,2021-05-01,23987.10666666667,rice
region ii (cagayan valley),rainfed palay,2021-06-01,23987.10666666667,rice
region ii (cagayan valley),rainfed palay,2021-07-01,1134.55,rice
region ii (cagayan valley),rainfed palay,2021-08-01,1134.55,rice
region ii (cagayan valley),rainfed palay,2021-09-01,1134.55,rice
region ii (cagayan valley),rainfed palay,2021-10-01,28432.346666666665,rice
region ii (cagayan valley),rainfed palay,2021-11-01,28432.346666666665,rice
region ii (cagayan valley),rainfed palay,2021-12-01,28432.346666666665,rice
region ii (cagayan valley),rainfed palay,2022-01-01,19244.20666666667,rice
region ii (cagayan valley),rainfed palay,2022-02-01,19244.20666666667,rice
region ii (cagayan valley),rainfed palay,2022-03-01,19244.20666666667,rice
region ii (cagayan valley),rainfed palay,2022-04-01,21230.486666666668,rice
region ii (cagayan valley),rainfed palay,2022-05-01,21230.486666666668,rice
region ii (cagayan valley),rainfed palay,2022-06-01,21230.486666666668,rice
region ii (cagayan valley),rainfed palay,2022-07-01,2077.7233333333334,rice
region ii (cagayan valley),rainfed palay,2022-08-01,2077.7233333333334,rice
region ii (cagayan valley),rainfed palay,2022-09-01,2077.7233333333334,rice
region ii (cagayan valley),rainfed palay,2022-10-01,36902.543333333335,rice
region ii (cagayan valley),rainfed palay,2022-11-01,36902.543333333335,rice
region ii (cagayan valley),rainfed palay,2022-12-01,36902.543333333335,rice
region ii (cagayan valley),rainfed palay,2023-01-01,18077.053333333333,rice
region ii (cagayan valley),rainfed palay,2023-02-01,18077.053333333333,rice
region ii (cagayan valley),rainfed palay,2023-03-01,18077.053333333333,rice
region ii (cagayan valley),rainfed palay,2023-04-01,32524.34,rice
region ii (cagayan valley),rainfed palay,2023-05-01,32524.34,rice
region ii (cagayan valley),rainfed palay,2023-06-01,32524.34,rice
region ii (cagayan valley),rainfed palay,2023-07-01,2726.2033333333334,rice
region ii (cagayan valley),rainfed palay,2023-08-01,2726.2033333333334,rice
region ii (cagayan valley),rainfed palay,2023-09-01,2726.2033333333334,rice
region ii (cagayan valley),rainfed palay,2023-10-01,38073.18666666667,rice
region ii (cagayan valley),rainfed palay,2023-11-01,38073.18666666667,rice
region ii (cagayan valley),rainfed palay,2023-12-01,38073.18666666667,rice
region ii (cagayan valley),rainfed palay,2024-01-01,17884.20666666667,rice
region ii (cagayan valley),rainfed palay,2024-02-01,17884.20666666667,rice
region ii (cagayan valley),rainfed palay,2024-03-01,17884.20666666667,rice
region ii (cagayan valley),rainfed palay,2024-04-01,28858.283333333336,rice
region ii (cagayan valley),rainfed palay,2024-05-01,28858.283333333336,rice
region ii (cagayan valley),rainfed palay,2024-06-01,28858.283333333336,rice
region ii (cagayan valley),rainfed palay,2024-07-01,2594.3333333333335,rice
region ii (cagayan valley),rainfed palay,2024-08-01,2594.3333333333335,rice
region ii (cagayan valley),rainfed palay,2024-09-01,2594.3333333333335,rice
region ii (cagayan valley),rainfed palay,2024-10-01,40039.07,rice
region ii (cagayan valley),rainfed palay,2024-11-01,40039.07,rice
region ii (cagayan valley),rainfed palay,2024-12-01,40039.07,rice
region ii (cagayan valley),white corn,2020-01-01,2945.6,corn
region ii (cagayan valley),white corn,2020-02-01,2945.6,corn
region ii (cagayan valley),white corn,2020-03-01,2945.6,corn
region ii (cagayan valley),white corn,2020-04-01,1877.2299999999998,corn
region ii (cagayan valley),white corn,2020-05-01,1877.2299999999998,corn
region ii (cagayan valley),white corn,2020-06-01,1877.2299999999998,corn
region ii (cagayan valley),white corn,2020-07-01,2628.6566666666668,corn
region ii (cagayan valley),white corn,2020-08-01,2628.6566666666668,corn
region ii (cagayan valley),white corn,2020-09-01,2628.6566666666668,corn
region ii (cagayan valley),white corn,2020-10-01,1459.9666666666665,corn
region ii (cagayan valley),white corn,2020-11-01,1459.9666666666665,corn
region ii (cagayan valley),white corn,2020-12-01,1459.9666666666665,corn
region ii (cagayan valley),white corn,2021-01-01,2962.66,corn
region ii (cagayan valley),white corn,2021-02-01,2962.66,corn
region ii (cagayan valley),white corn,2021-03-01,2962.66,corn
region ii (cagayan valley),white corn,2021-04-01,1649.5866666666668,corn
region ii (cagayan valley),white corn,2021-05-01,1649.5866666666668,corn
region ii (cagayan valley),white corn,2021-06-01,1649.5866666666668,corn
region ii (cagayan valley),white corn,2021-07-01,1090.4133333333332,corn
region ii (cagayan valley),white corn,2021-08-01,1090.4133333333332,corn
region ii (cagayan valley),white corn,2021-09-01,1090.4133333333332,corn
region ii (cagayan valley),white corn,2021-10-01,1568.46,corn
region ii (cagayan valley),white corn,2021-11-01,1568.46,corn
region ii (cagayan valley),white corn,2021-12-01,1568.46,corn
region ii (cagayan valley),white corn,2022-01-01,1490.1333333333332,corn
region ii (cagayan valley),white corn,2022-02-01,1490.1333333333332,corn
region ii (cagayan valley),white corn,2022-03-01,1490.1333333333332,corn
region ii (cagayan valley),white corn,2022-04-01,1910.1033333333335,corn
region ii (cagayan valley),white corn,2022-05-01,1910.1033333333335,corn
region ii (cagayan valley),white corn,2022-06-01,1910.1033333333335,corn
region ii (cagayan valley),white corn,2022-07-01,1066.1299999999999,corn
region ii (cagayan valley),white corn,2022-08-01,1066.1299999999999,corn
region ii (cagayan valley),white corn,2022-09-01,1066.1299999999999,corn
region ii (cagayan valley),white corn,2022-10-01,1146.47,corn
region ii (cagayan valley),white corn,2022-11-01,1146.47,corn
region ii (cagayan valley),white corn,2022-12-01,1146.47,corn
region ii (cagayan valley),white corn,2023-01-01,1269.08,corn
region ii (cagayan valley),white corn,2023-02-01,1269.08,corn
region ii (cagayan valley),white corn,2023-03-01,1269.08,corn
region ii (cagayan valley),white corn,2023-04-01,924.1,corn
region ii (cagayan valley),white corn,2023-05-01,924.1,corn
region ii (cagayan valley),white corn,2023-06-01,924.1,corn
region ii (cagayan valley),white corn,2023-07-01,795.0300000000001,corn
region ii (cagayan valley),white corn,2023-08-01,795.0300000000001,corn
region ii (cagayan valley),white corn,2023-09-01,795.0300000000001,corn
region ii (cagayan valley),white corn,2023-10-01,583.4266666666666,corn
region ii (cagayan valley),white corn,2023-11-01,583.4266666666666,corn
region ii (cagayan valley),white corn,2023-12-01,583.4266666666666,corn
region ii (cagayan valley),white corn,2024-01-01,1129.26,corn
region ii (cagayan valley),white corn,2024-02-01,1129.26,corn
region ii (cagayan valley),white corn,2024-03-01,1129.26,corn
region ii (cagayan valley),white corn,2024-04-01,699.1999999999999,corn
region ii (cagayan valley),white corn,2024-05-01,699.1999999999999,corn
region ii (cagayan valley),white corn,2024-06-01,699.1999999999999,corn
region ii (cagayan valley),white corn,2024-07-01,989.2166666666667,corn
region ii (cagayan valley),white corn,2024-08-01,989.2166666666667,corn
region ii (cagayan valley),white corn,2024-09-01,989.2166666666667,corn
region ii (cagayan valley),white corn,2024-10-01,537.87,corn
region ii (cagayan valley),white corn,2024-11-01,537.87,corn
region ii (cagayan valley),white corn,2024-12-01,537.87,corn
region ii (cagayan valley),yellow corn,2020-01-01,158817.33333333334,corn
region ii (cagayan valley),yellow corn,2020-02-01,158817.33333333334,corn
region ii (cagayan valley),yellow corn,2020-03-01,158817.33333333334,corn
region ii (cagayan valley),yellow corn,2020-04-01,147931.33333333334,corn
region ii (cagayan valley),yellow corn,2020-05-01,147931.33333333334,corn
region ii (cagayan valley),yellow corn,2020-06-01,147931.33333333334,corn
region ii (cagayan valley),yellow corn,2020-07-01,239068.79,corn
region ii (cagayan valley),yellow corn,2020-08-01,239068.79,corn
region ii (cagayan valley),yellow corn,2020-09-01,239068.79,corn
region ii (cagayan valley),yellow corn,2020-10-01,65889.63333333333,corn
region ii (cagayan valley),yellow corn,2020-11-01,65889.63333333333,corn
region ii (cagayan valley),yellow corn,2020-12-01,65889.63333333333,corn
region ii (cagayan valley),yellow corn,2021-01-01,185563.84,corn
region ii (cagayan valley),yellow corn,2021-02-01,185563.84,corn
region ii (cagayan valley),yellow corn,2021-03-01,185563.84,corn
region ii (cagayan valley),yellow corn,2021-04-01,144006.72333333333,corn
region ii (cagayan valley),yellow corn,2021-05-01,144006.72333333333,corn
region ii (cagayan valley),yellow corn,2021-06-01,144006.72333333333,corn
region ii (cagayan valley),yellow corn,2021-07-01,113756.59999999999,corn
region ii (cagayan valley),yellow corn,2021-08-01,113756.59999999999,corn
region ii (cagayan valley),yellow corn,2021-09-01,113756.59999999999,corn
region ii (cagayan valley),yellow corn,2021-10-01,179791.61666666667,corn
region ii (cagayan valley),yellow corn,2021-11-01,179791.61666666667,corn
region ii (cagayan valley),yellow corn,2021-12-01,179791.61666666667,corn
region ii (cagayan valley),yellow corn,2022-01-01,191639.08,corn
region ii (cagayan valley),yellow corn,2022-02-01,191639.08,corn
region ii (cagayan valley),yellow corn,2022-03-01,191639.08,corn
region ii (cagayan valley),yellow corn,2022-04-01,154705.73333333334,corn
region ii (cagayan valley),yellow corn,2022-05-01,154705.73333333334,corn
region ii (cagayan valley),yellow corn,2022-06-01,154705.73333333334,corn
region ii (cagayan valley),yellow corn,2022-07-01,158526.02,corn
region ii (cagayan valley),yellow corn,2022-08-01,158526.02,corn
region ii (cagayan valley),yellow corn,2022-09-01,158526.02,corn
region ii (cagayan valley),yellow corn,2022-10-01,142885.80333333332,corn
region ii (cagayan valley),yellow corn,2022-11-01,142885.80333333332,corn
region ii (cagayan valley),yellow corn,2022-12-01,142885.80333333332,corn
region ii (cagayan valley),yellow corn,2023-01-01,206926.97666666668,corn
region ii (cagayan valley),yellow corn,2023-02-01,206926.97666666668,corn
region ii (cagayan valley),yellow corn,2023-03-01,206926.97666666668,corn
region ii (cagayan valley),yellow corn,2023-04-01,143750.16,corn
region ii (cagayan valley),yellow corn,2023-05-01,143750.16,corn
region ii (cagayan valley),yellow corn,2023-06-01,143750.16,corn
region ii (cagayan valley),yellow corn,2023-07-01,181751.64333333334,corn
region ii (cagayan valley),yellow corn,2023-08-01,181751.64333333334,corn
region ii (cagayan valley),yellow corn,2023-09-01,181751.64333333334,corn
region ii (cagayan valley),yellow corn,2023-10-01,118335.97333333333,corn
region ii (cagayan valley),yellow corn,2023-11-01,118335.97333333333,corn
region ii (cagayan valley),yellow corn,2023-12-01,118335.97333333333,corn
region ii (cagayan valley),yellow corn,2024-01-01,238973.93333333335,corn
region ii (cagayan valley),yellow corn,2024-02-01,238973.93333333335,corn
region ii (cagayan valley),yellow corn,2024-03-01,238973.93333333335,corn
region ii (cagayan valley),yellow corn,2024-04-01,87171.5,corn
region ii (cagayan valley),yellow corn,2024-05-01,87171.5,corn
region ii (cagayan valley),yellow corn,2024-06-01,87171.5,corn
region ii (cagayan valley),yellow corn,2024-07-01,217205.99333333332,corn
region ii (cagayan valley),yellow corn,2024-08-01,217205.99333333332,corn
region ii (cagayan valley),yellow corn,2024-09-01,217205.99333333332,corn
region ii (cagayan valley),yellow corn,2024-10-01,105344.91666666667,corn
region ii (cagayan valley),yellow corn,2024-11-01,105344.91666666667,corn
region ii (cagayan valley),yellow corn,2024-12-01,105344.91666666667,corn
region iii (central luzon),corn,2020-01-01,47167.68,corn
region iii (central luzon),corn,2020-02-01,47167.68,corn
region iii (central luzon),corn,2020-03-01,47167.68,corn
region iii (central luzon),corn,2020-04-01,35581.573333333334,corn
region iii (central luzon),corn,2020-05-01,35581.573333333334,corn
region iii (central luzon),corn,2020-06-01,35581.573333333334,corn
region iii (central luzon),corn,2020-07-01,6140.599999999999,corn
region iii (central luzon),corn,2020-08-01,6140.599999999999,corn
region iii (central luzon),corn,2020-09-01,6140.599999999999,corn
region iii (central luzon),corn,2020-10-01,2535.0866666666666,corn
region iii (central luzon),corn,2020-11-01,2535.0866666666666,corn
region iii (central luzon),corn,2020-12-01,2535.0866666666666,corn
region iii (central luzon),corn,2021-01-01,49958.81666666667,corn
region iii (central luzon),corn,2021-02-01,49958.81666666667,corn
region iii (central luzon),corn,2021-03-01,49958.81666666667,corn
region iii (central luzon),corn,2021-04-01,41716.323333333334,corn
region iii (central luzon),corn,2021-05-01,41716.323333333334,corn
region iii (central luzon),corn,2021-06-01,41716.323333333334,corn
region iii (central luzon),corn,2021-07-01,8727.32,corn
region iii (central luzon),corn,2021-08-01,8727.32,corn
region iii (central luzon),corn,2021-09-01,8727.32,corn
region iii (central luzon),corn,2021-10-01,2882.213333333333,corn
region iii (central luzon),corn,2021-11-01,2882.213333333333,corn
region iii (central luzon),corn,2021-12-01,2882.213333333333,corn
region iii (central luzon),corn,2022-01-01,48639.323333333334,corn
region iii (central luzon),corn,2022-02-01,48639.323333333334,corn
region iii (central luzon),corn,2022-03-01,48639.323333333334,corn
region iii (central luzon),corn,2022-04-01,40224.97,corn
region iii (central luzon),corn,2022-05-01,40224.97,corn
region iii (central luzon),corn,2022-06-01,40224.97,corn
region iii (central luzon),corn,2022-07-01,10319.683333333332,corn
region iii (central luzon),corn,2022-08-01,10319.683333333332,corn
region iii (central luzon),corn,2022-09-01,10319.683333333332,corn
region iii (central luzon),corn,2022-10-01,2823.01,corn
region iii (central luzon),corn,2022-11-01,2823.01,corn
region iii (central luzon),corn,2022-12-01,2823.01,corn
region iii (central luzon),corn,2023-01-01,46443.583333333336,corn
region iii (central luzon),corn,2023-02-01,46443.583333333336,corn
region iii (central luzon),corn,2023-03-01,46443.583333333336,corn
region iii (central luzon),corn,2023-04-01,40506.85,corn
region iii (central luzon),corn,2023-05-01,40506.85,corn
region iii (central luzon),corn,2023-06-01,40506.85,corn
region iii (central luzon),corn,2023-07-01,5476.426666666666,corn
region iii (central luzon),corn,2023-08-01,5476.426666666666,corn
region iii (central luzon),corn,2023-09-01,5476.426666666666,corn
region iii (central luzon),corn,2023-10-01,2696.2999999999997,corn
region iii (central luzon),corn,2023-11-01,2696.2999999999997,corn
region iii (central luzon),corn,2023-12-01,2696.2999999999997,corn
region iii (central luzon),corn,2024-01-01,39675.416666666664,corn
region iii (central luzon),corn,2024-02-01,39675.416666666664,corn
region iii (central luzon),corn,2024-03-01,39675.416666666664,corn
region iii (central luzon),corn,2024-04-01,36061.86666666667,corn
region iii (central luzon),corn,2024-05-01,36061.86666666667,corn
region iii (central luzon),corn,2024-06-01,36061.86666666667,corn
region iii (central luzon),corn,2024-07-01,4984.333333333333,corn
region iii (central luzon),corn,2024-08-01,4984.333333333333,corn
region iii (central luzon),corn,2024-09-01,4984.333333333333,corn
region iii (central luzon),corn,2024-10-01,2714.116666666667,corn
region iii (central luzon),corn,2024-11-01,2714.116666666667,corn
region iii (central luzon),corn,2024-12-01,2714.116666666667,corn
region iii (central luzon),irrigated palay,2020-01-01,219831.89,rice
region iii (central luzon),irrigated palay,2020-02-01,219831.89,rice
region iii (central luzon),irrigated palay,2020-03-01,219831.89,rice
region iii (central luzon),irrigated palay,2020-04-01,367295.7766666667,rice
region iii (central luzon),irrigated palay,2020-05-01,367295.7766666667,rice
region iii (central luzon),irrigated palay,2020-06-01,367295.7766666667,rice
region iii (central luzon),irrigated palay,2020-07-01,107622.60333333333,rice
region iii (central luzon),irrigated palay,2020-08-01,107622.60333333333,rice
region iii (central luzon),irrigated palay,2020-09-01,107622.60333333333,rice
region iii (central luzon),irrigated palay,2020-10-01,445714.24333333335,rice
region iii (central luzon),irrigated palay,2020-11-01,445714.24333333335,rice
region iii (central luzon),irrigated palay,2020-12-01,445714.24333333335,rice
region iii (central luzon),irrigated palay,2021-01-01,231875.5,rice
region iii (central luzon),irrigated palay,2021-02-01,231875.5,rice
region iii (central luzon),irrigated palay,2021-03-01,231875.5,rice
region iii (central luzon),irrigated palay,2021-04-01,344372.69,rice
region iii (central luzon),irrigated palay,2021-05-01,344372.69,rice
region iii (central luzon),irrigated palay,2021-06-01,344372.69,rice
region iii (central luzon),irrigated palay,2021-07-01,125742.13,rice
region iii (central luzon),irrigated palay,2021-08-01,125742.13,rice
region iii (central luzon),irrigated palay,2021-09-01,125742.13,rice
region iii (central luzon),irrigated palay,2021-10-01,483097.42333333334,rice
region iii (central luzon),irrigated palay,2021-11-01,483097.42333333334,rice
region iii (central luzon),irrigated palay,2021-12-01,483097.42333333334,rice
region iii (central luzon),irrigated palay,2022-01-01,256219.42666666667,rice
region iii (central luzon),irrigated palay,2022-02-01,256219.42666666667,rice
region iii (central luzon),irrigated palay,2022-03-01,256219.42666666667,rice
region iii (central luzon),irrigated palay,2022-04-01,377880.37999999995,rice
region iii (central luzon),irrigated palay,2022-05-01,377880.37999999995,rice
region iii (central luzon),irrigated palay,2022-06-01,377880.37999999995,rice
region iii (central luzon),irrigated palay,2022-07-01,104018.57666666666,rice
region iii (central luzon),irrigated palay,2022-08-01,104018.57666666666,rice
region iii (central luzon),irrigated palay,2022-09-01,104018.57666666666,rice
region iii (central luzon),irrigated palay,2022-10-01,427365.3,rice
region iii (central luzon),irrigated palay,2022-11-01,427365.3,rice
region iii (central luzon),irrigated palay,2022-12-01,427365.3,rice
region iii (central luzon),irrigated palay,2023-01-01,287962.9533333333,rice
region iii (central luzon),irrigated palay,2023-02-01,287962.9533333333,rice
region iii (central luzon),irrigated palay,2023-03-01,287962.9533333333,rice
region iii (central luzon),irrigated palay,2023-04-01,363723.68333333335,rice
region iii (central luzon),irrigated palay,2023-05-01,363723.68333333335,rice
region iii (central luzon),irrigated palay,2023-06-01,363723.68333333335,rice
region iii (central luzon),irrigated palay,2023-07-01,124153.37333333334,rice
region iii (central luzon),irrigated palay,2023-08-01,124153.37333333334,rice
region iii (central luzon),irrigated palay,2023-09-01,124153.37333333334,rice
region iii (central luzon),irrigated palay,2023-10-01,400207.4466666667,rice
region iii (central luzon),irrigated palay,2023-11-01,400207.4466666667,rice
region iii (central luzon),irrigated palay,2023-12-01,400207.4466666667,rice
region iii (central luzon),irrigated palay,2024-01-01,258284.47666666668,rice
region iii (central luzon),irrigated palay,2024-02-01,258284.47666666668,rice
region iii (central luzon),irrigated palay,2024-03-01,258284.47666666668,rice
region iii (central luzon),irrigated palay,2024-04-01,354447.60000000003,rice
region iii (central luzon),irrigated palay,2024-05-01,354447.60000000003,rice
region iii (central luzon),irrigated palay,2024-06-01,354447.60000000003,rice
region iii (central luzon),irrigated palay,2024-07-01,118130.33333333333,rice
region iii (central luzon),irrigated palay,2024-08-01,118130.33333333333,rice
region iii (central luzon),irrigated palay,2024-09-01,118130.33333333333,rice
region iii (central luzon),irrigated palay,2024-10-01,394717.06666666665,rice
region iii (central luzon),irrigated palay,2024-11-01,394717.06666666665,rice
region iii (central luzon),irrigated palay,2024-12-01,394717.06666666665,rice
region iii (central luzon),palay,2020-01-01,221119.22333333336,rice
region iii (central luzon),palay,2020-02-01,221119.22333333336,rice
region iii (central luzon),palay,2020-03-01,221119.22333333336,rice
region iii (central luzon),palay,2020-04-01,367573.7766666667,rice
region iii (central luzon),palay,2020-05-01,367573.7766666667,rice
region iii (central luzon),palay,2020-06-01,367573.7766666667,rice
region iii (central luzon),palay,2020-07-01,117367.30333333333,rice
region iii (central luzon),palay,2020-08-01,117367.30333333333,rice
region iii (central luzon),palay,2020-09-01,117367.30333333333,rice
region iii (central luzon),palay,2020-10-01,505655.56,rice
region iii (central luzon),palay,2020-11-01,505655.56,rice
region iii (central luzon),palay,2020-12-01,505655.56,rice
region iii (central luzon),palay,2021-01-01,233014.5,rice
region iii (central luzon),palay,2021-02-01,233014.5,rice
region iii (central luzon),palay,2021-03-01,233014.5,rice
region iii (central luzon),palay,2021-04-01,347230.29,rice
region iii (central luzon),palay,2021-05-01,347230.29,rice
region iii (central luzon),palay,2021-06-01,347230.29,rice
region iii (central luzon),palay,2021-07-01,133660.05000000002,rice
region iii (central luzon),palay,2021-08-01,133660.05000000002,rice
region iii (central luzon),palay,2021-09-01,133660.05000000002,rice
region iii (central luzon),palay,2021-10-01,533165.3366666667,rice
region iii (central luzon),palay,2021-11-01,533165.3366666667,rice
region iii (central luzon),palay,2021-12-01,533165.3366666667,rice
region iii (central luzon),palay,2022-01-01,257618.42666666667,rice
region iii (central luzon),palay,2022-02-01,257618.42666666667,rice
region iii (central luzon),palay,2022-03-01,257618.42666666667,rice
region iii (central luzon),palay,2022-04-01,378295.7133333333,rice
region iii (central luzon),palay,2022-05-01,378295.7133333333,rice
region iii (central luzon),palay,2022-06-01,378295.7133333333,rice
region iii (central luzon),palay,2022-07-01,111064.19,rice
region iii (central luzon),palay,2022-08-01,111064.19,rice
region iii (central luzon),palay,2022-09-01,111064.19,rice
region iii (central luzon),palay,2022-10-01,458592.4666666666,rice
region iii (central luzon),palay,2022-11-01,458592.4666666666,rice
region iii (central luzon),palay,2022-12-01,458592.4666666666,rice
region iii (central luzon),palay,2023-01-01,289027.9533333333,rice
region iii (central luzon),palay,2023-02-01,289027.9533333333,rice
region iii (central luzon),palay,2023-03-01,289027.9533333333,rice
region iii (central luzon),palay,2023-04-01,364050.68333333335,rice
region iii (central luzon),palay,2023-05-01,364050.68333333335,rice
region iii (central luzon),palay,2023-06-01,364050.68333333335,rice
region iii (central luzon),palay,2023-07-01,130255.42333333334,rice
region iii (central luzon),palay,2023-08-01,130255.42333333334,rice
region iii (central luzon),palay,2023-09-01,130255.42333333334,rice
region iii (central luzon),palay,2023-10-01,429476.36333333334,rice
region iii (central luzon),palay,2023-11-01,429476.36333333334,rice
region iii (central luzon),palay,2023-12-01,429476.36333333334,rice
region iii (central luzon),palay,2024-01-01,258547.89,rice
region iii (central luzon),palay,2024-02-01,258547.89,rice
region iii (central luzon),palay,2024-03-01,258547.89,rice
region iii (central luzon),palay,2024-04-01,354677.2066666667,rice
region iii (central luzon),palay,2024-05-01,354677.2066666667,rice
region iii (central luzon),palay,2024-06-01,354677.2066666667,rice
region iii (central luzon),palay,2024-07-01,122985.66666666667,rice
region iii (central luzon),palay,2024-08-01,122985.66666666667,rice
region iii (central luzon),palay,2024-09-01,122985.66666666667,rice
region iii (central luzon),palay,2024-10-01,424617.37000000005,rice
region iii (central luzon),palay,2024-11-01,424617.37000000005,rice
region iii (central luzon),palay,2024-12-01,424617.37000000005,rice
region iii (central luzon),rainfed palay,2020-01-01,1287.3333333333333,rice
region iii (central luzon),rainfed palay,2020-02-01,1287.3333333333333,rice
region iii (central luzon),rainfed palay,2020-03-01,1287.3333333333333,rice
region iii (central luzon),rainfed palay,2020-04-01,278.0,rice
region iii (central luzon),rainfed palay,2020-05-01,278.0,rice
region iii (central luzon),rainfed palay,2020-06-01,278.0,rice
region iii (central luzon),rainfed palay,2020-07-01,9744.699999999999,rice
region iii (central luzon),rainfed palay,2020-08-01,9744.699999999999,rice
region iii (central luzon),rainfed palay,2020-09-01,9744.699999999999,rice
region iii (central luzon),rainfed palay,2020-10-01,59941.31666666667,rice
region iii (central luzon),rainfed palay,2020-11-01,59941.31666666667,rice
region iii (central luzon),rainfed palay,2020-12-01,59941.31666666667,rice
region iii (central luzon),rainfed palay,2021-01-01,1139.0,rice
region iii (central luzon),rainfed palay,2021-02-01,1139.0,rice
region iii (central luzon),rainfed palay,2021-03-01,1139.0,rice
region iii (central luzon),rainfed palay,2021-04-01,2857.6,rice
region iii (central luzon),rainfed palay,2021-05-01,2857.6,rice
region iii (central luzon),rainfed palay,2021-06-01,2857.6,rice
region iii (central luzon),rainfed palay,2021-07-01,7917.919999999999,rice
region iii (central luzon),rainfed palay,2021-08-01,7917.919999999999,rice
region iii (central luzon),rainfed palay,2021-09-01,7917.919999999999,rice
